id,translated_arabian,origin_translation,gpt_translation,bertscore_vs_origin_precision,bertscore_vs_origin_recall,bertscore_vs_origin_f1,bertscore_vs_gpt_precision,bertscore_vs_gpt_recall,bertscore_vs_gpt_f1
474,وفي نقطة ما، لوى أحد أعضاء الغوغاء رئيس حارس ملكي قُتل في فرساي أمام الملكة المذعورة.,قام أحد أفراد العصابة في وقت ما بالتلويح برأس أحد أفراد الحرس الملكي المقتولين في فرساي أمام الملكة المذعورة.,قام أحد أفراد العصابة في وقت ما بالتلويح برأس أحد أفراد الحرس الملكي المقتولين في فرساي أمام الملكة المذعورة.,0.8148059844970703,0.810920000076294,0.8128583431243896,0.8148059844970703,0.810920000076294,0.8128583431243896
475,تم دفع نفقات الحرب الإمبريالية الأمريكية في غزو الفلبين من قبل الشعب الفلبيني نفسه.,تكبد الشعب الفلبيني نفقات حرب إمبريالية الولايات المتحدة الأمريكية في غزوها للفلبين.,تكبد الشعب الفلبيني نفقات حرب إمبريالية الولايات المتحدة الأمريكية في غزوها للفلبين.,0.8597933650016785,0.838630199432373,0.8490798473358154,0.859793484210968,0.838630199432373,0.8490800261497498
476,وأجبروا على دفع الضرائب إلى النظام الاستعماري الأمريكي لتحمل جزء كبير من النفقات والفوائد على السندات التي عوملت باسم الحكومة الفلبينية من خلال المنازل المصرفية في وول ستريت.,اضطر هؤلاء إلى دفع الضرائب للنظام الاستعماري الأميركي لتغطية جزء كبير من النفقات والفوائد على السندات التي طرحت باسم الحكومة الفلبينية عبر المنازل المصرفية وول ستريت.,كانوا مضطرين لدفع الضرائب إلى النظام الاستعماري الأمريكي لتغطية جزء كبير من المصاريف والفوائد على السندات التي تم طرحها باسم الحكومة الفلبينية من خلال بيوت المال في وول ستريت.,0.9221435189247131,0.9263226389884949,0.924228310585022,0.902839720249176,0.9013336300849915,0.9020860195159912
477,وبالطبع، فإن الأرباح الكبرى المستمدة من الاستغلال الطويل الأمد للشعب الفلبيني ستشكل المكاسب الأساسية للإمبريالية الأمريكية.,بطبيعة الحال، فإن الأرباح الفائقة المستمدة من الاستغلال المطول للشعب الفلبيني ستشكل المكاسب الأساسية للإمبريالية الأمريكية.,بالطبع، فإن الأرباح الفائقة الناتجة عن الاستغلال المطول للشعب الفلبيني ستشكل المكتسبات الأساسية للإمبريالية الأمريكية.,0.9412357807159424,0.9404494762420654,0.9408424496650696,0.9301773309707642,0.9327642917633057,0.9314690232276917
478,لفهم التابلرز يجب على المرء أن يفهم السياق الذي دفع إلى إنشاء النظام.,علينا فهم السياق الدافع لإنشاء التنظيم، لكي نستوعب فرسان المعبد.,لفهم الفرسان التمبلريين، يجب فهم السياق الذي دفع إلى إنشاء النظام.,0.7425342202186584,0.7376325130462646,0.7400752902030945,0.8519493937492371,0.8570535182952881,0.8544937968254089
479,عادة ما يشار إلى العصر الذي وقعت فيه الأحداث باسم العصور الوسطى المرتفعة فترة التاريخ الأوروبي في القرن الحادي عشر والثاني عشر والثالث عشر (AD 1000–1300).,العصر الذي دارت فيه تلك الأحداث كان يُعرف بالعصور الوسطى العليا وهي الفترة من التاريخ الأوروبي في القرن الحادي عشر والثاني عشر والثالث عشر (1000-1300 بعد الميلاد).,الحقبة التي حدثت فيها الأحداث تُعرف عادةً بالقرون الوسطى المتأخرة، وهي فترة من تاريخ أوروبا في القرنين الحادي عشر والثاني عشر والثالث عشر (1000–1300 ميلادية).,0.8858197331428528,0.8916265964508057,0.8887137174606323,0.8971297144889832,0.872485876083374,0.8846361637115479
480,وسبقت العصور الوسطى المرتفعة العصور الوسطى المبكرة، وتلتها العصور الوسطى المتأخرة، التي تنتهي بالتعاهد حوالي 1500.,سُبقت العصور الوسطى العليا بالعصور الوسطى المبكرة وتبعها أواخر العصور الوسطى، والتي تنتهي بمجملها حوالي عام ١٥٠٠.,كانت العصور الوسطى العليا تسبقها العصور الوسطى المبكرة وتليها العصور الوسطى المتأخرة، والتي تنتهي بالعرف حوالي عام 1500.,0.8575876951217651,0.8346660733222961,0.8459715843200684,0.9162029027938843,0.9195546507835388,0.9178757667541504
481,فالحتمية التكنولوجية مصطلح يشمل طائفة واسعة من الأفكار في الممارسة العملية، بدءاً من التكنولوجيا أو من الحتمية التكنولوجية إلى الإحساس الدقيق بأن مصير الإنسان مدفوع بمنطق أساسي مرتبط بالقوانين العلمية ومظهرها في التكنولوجيا.,الحتمية التكنولوجية هي مصطلح يشمل مجموعة واسعة من الأفكار في الممارسة، من دفع التكنولوجيا أو الضرورة التكنولوجية إلى الشعور الصارم بأن مصير الإنسان مدفوع بمنطق أساسي مرتبط بالقوانين العلمية ومظاهرها في التكنولوجيا.,الحتمية التكنولوجية هي مصطلح يشمل مجموعة واسعة من الأفكار في الممارسة، بدءًا من الدفع التكنولوجي أو الإمكانية التكنولوجية إلى معنى صارم يشير إلى أن مصير البشر مدفوع بقوة من منطق أساسي مرتبط بالقوانين العلمية وتجلياتها في التكنولوجيا.,0.9132838249206543,0.9251064658164978,0.919157087802887,0.9036500453948975,0.8851364850997925,0.8942974805831909
482,"ومعظم تفسيرات الحكمية التكنولوجية تشترك في فكرتين عامتين: أن تطور التكنولوجيا نفسه يتبع مساراً يتجاوز إلى حد كبير التأثير الثقافي أو السياسي، وأن التكنولوجيا بدورها لها ""آثار"" على المجتمعات المتأصلة، بدلاً من أن تكون مكيفة اجتماعياً.","هناك فكرتان عامّتان مشترَكتان في معظمِ تفسيرات الحتميةِ التكنولوجيّة: أنّ تطوّر التّكنولوجيا نفسها يتبع مساراً إلى حدٍ كبيرٍ يتجاوز التّأثير الثّقافي أو السّياسي، وأن هذه التكنولوجيا بدورها لها ""تأثيراتٍ"" على المجتمعات المتأصّلة، بدلاً من المرتبطةِ بالمجتمع.","تتشارك معظم تفسيرات الحتمية التكنولوجية في فكرتين عامتين: أن تطوير التكنولوجيا ذاته يتبع مساراً يتجاوز إلى حد كبير التأثيرات الثقافية أو السياسية، وأن التكنولوجيا بدورها لها ""آثار"" على المجتمعات تكون متأصلة، بدلاً من أن تكون مشروطة اجتماعياً.",0.885600209236145,0.8364559412002563,0.8603268265724182,0.9444161653518677,0.9374431371688843,0.9409167170524597
483,فعلى سبيل المثال، يمكن القول إن السيارة الآلية تؤدي بالضرورة إلى تطوير الطرق.,على سبيل المثال، قد يقول المرء أن محرك السيارة يؤدي بالضرورة إلى تطوير الطرق.,على سبيل المثال، يمكن للمرء أن يقول إن السيارة تؤدي بالضرورة إلى تطوير الطرق.,0.8846750855445862,0.8835561275482178,0.8841152787208557,0.9186655282974243,0.9027038812637329,0.9106147885322571
